Regulating Agency	Water System Number	Water System Name	System Status	Federal Water System Classification	State Water System Classification	Principal County Served	Population Served	Service Connections	PS Code	Sampling Point Name	Facility Type	Facility Status	Sample Type	Sample Date	Sample Time	Analysis Date	ELAP Cert#	Lab Name	Analyte Code	Analyte Name	Result	Counting Error	Units of Measure	Less Than Reporting Level	Reporting Level	DLR	MCL	Method
DISTRICT 02 - LASSEN	CA3200107	GRIZZLY LAKE CSD-CROCKER/WELCH	A	C	C	PLUMAS	215	73	CA3200107_002_002	CROCKER MOUNTAIN WELL	WL	A	RT	11-17-2020	11:30:00	11-18-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1050	SILVER			UG/L	Y	10.000000000		100	
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_015_015	WELL 02	WL	A	RT	10-06-2020	10:43:00	10-07-2020	2718	BASIC LABORATORY, INC (CHICO)	1920	ODOR			TON	Y	1.000000000		3	
DISTRICT 02 - LASSEN	CA3210005	GRAEAGLE WATER COMPANY	A	C	C	PLUMAS	737	944	CA3210005_002_002	TREATMENT PLANT - TREATED	TP	A	RT	04-28-2020	08:33:00	05-09-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	4030	RADIUM-228		0.606	PCI/L	Y	0.500000000	1		
LPA62 - PLUMAS COUNTY	CA3200215	SCHRAMEL WATER SYSTEM	I	NTNC		PLUMAS	100	1	CA3200215_DST_LCR	LCR Tap Sample	DS	A	RT	09-24-2019	06:00:00	10-04-2019	1677	BASIC LABORATORY (REDDING)	1030	LEAD			MG/L	Y	0.005000000			200.8
DISTRICT 02 - LASSEN	CA3200102	WHITEHAWK RANCH MWC	A	C	C	PLUMAS	765	201	CA3200102_001_001	MCKENZIE CREEK / WEST STREAM - RAW	IN	A	RT	06-21-2022	10:40:00	07-05-2022	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1039	PERCHLORATE			UG/L	Y	2.000000000	2	6	EPA 314.0
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_DST_802	DBPR Sample	DS	A	RT	04-20-2021	09:29:00	04-30-2021	2119	EXCELCHEM ENVIRONMENTAL LABORATORIES	2942	BROMOFORM			UG/L	Y	1.000000000	1		
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_005_005	CORPORATION YARD WELL - STANDBY	WL	A	RT	08-24-2021	08:50:00	09-10-2021	1644	MCCAMPBELL ANALYTICAL, INC.	2977	1,1-DICHLOROETHYLENE			UG/L	Y	0.500000000	.5	6	EPA 524.2
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_003_003	WILLOW CREEK SPRINGS	SP	A	RT	08-11-2020	09:28:00	09-01-2020	1186	PACE ANALYTICAL SERVICES, LLC DBA BC LAB	2950	TTHM			UG/L	Y	2.000000000		80	
DISTRICT 02 - LASSEN	CA3200022	CALTRANS-CHESTER SAFETY REST STOP	A	NC	NC	PLUMAS	120	1	CA3200022_001_001	WELL 01	WL	A	RT	05-06-2020	13:21:00	05-07-2020	2718	BASIC LABORATORY, INC (CHICO)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	04-07-2020	11:32:00	04-08-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC	6.0000000		UG/L	N	2.000000000	2	10	
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_009_009	NEW NORTON WELL - STANDBY	WL	A	RT	12-29-2020	10:35:00	12-31-2020	1677	BASIC LABORATORY (REDDING)	1930	TDS	85.0000000		MG/L	N	0.000000000		1000	
LPA62 - PLUMAS COUNTY	CA3200126	PLUMAS PINES RESORT	A	NC	NC	PLUMAS	100	10	CA3200126_003_003	WELL 03 (SOUTH WELL - INSTALLED 2003)	WL	A	RT	08-22-2019	11:00:00	09-03-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1929	ALKALINITY, CARBONATE			MG/L	Y	10.000000000			
DISTRICT 02 - LASSEN	CA3210006	LAKE ALMANOR COUNTRY CLUB MWC	A	C	C	PLUMAS	6000	1721	CA3210006_DST_LCR	LCR Tap Sample	DS	A	RT	08-19-2020	07:00:00	08-21-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1030	LEAD			UG/L	Y	0.500000000			200.8
DISTRICT 02 - LASSEN	CA3210006	LAKE ALMANOR COUNTRY CLUB MWC	A	C	C	PLUMAS	6000	1721	CA3210006_001_001	WELL 01	WL	A	RT	07-24-2019	12:39:00	08-02-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2950	TTHM			UG/L	Y	0.000000000		80	
DISTRICT 02 - LASSEN	CA3200102	WHITEHAWK RANCH MWC	A	C	C	PLUMAS	765	201	CA3200102_DST_LCR	LCR Tap Sample	DS	A	RT	09-21-2021	08:00:00	10-07-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1030	LEAD			UG/L	Y	5.000000000			EPA 200.8
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_006_006	WELL 33 (INSTALLED 2014)	WL	A	RT	09-15-2020	13:05:00	09-22-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1929	ALKALINITY, CARBONATE			MG/L	Y	10.000000000			
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_006_006	WELL 05	WL	A	RT	10-02-2019	11:45:00	10-03-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2965	O-CHLOROTOLUENE			UG/L	Y	0.500000000			
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_008_008	WELL 03 - COBURN	WL	A	RT	10-20-2020	10:35:00	10-21-2020	1677	BASIC LABORATORY (REDDING)	C033	ETHYL-TERT-BUTYL ETHER			UG/L	Y	3.000000000			
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_013_013	BOYLE WELL #7	WL	A	RT	11-05-2019	09:06:00	11-07-2019	1677	BASIC LABORATORY (REDDING)	2965	O-CHLOROTOLUENE			UG/L	Y	0.500000000			
LPA62 - PLUMAS COUNTY	CA3200216	LAKEVIEW GAS & FOOD	A	NC	NC	PLUMAS	25	1	CA3200216_002_002	WELL 02 (INSTALLED 2018)	WL	A	RT	01-30-2019	10:10:00	01-31-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1025	FLUORIDE			MG/L	Y	0.100000000	.1	2	
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_006_006	WELL 05	WL	A	RT	07-01-2020	08:00:00	07-02-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	
LPA62 - PLUMAS COUNTY	CA3200612	LNF CANYONDAM BOAT RAMP	A	NP	LSS	PLUMAS	24	1	CA3200612_001_001	WELL 01	WL	A	RT	08-21-2019	10:01:00	08-22-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1028	IRON	2200.0000000		UG/L	N	100.000000000		300	
LPA62 - PLUMAS COUNTY	CA3200126	PLUMAS PINES RESORT	A	NC	NC	PLUMAS	100	10	CA3200126_002_002	WELL 02 (NEAR OFFICE)	WL	A	RT	08-17-2022	10:06:00	09-02-2022	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE	2.2		MG/L	N	0.400000000	.4	10	SM 4500-NO3-F-00
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_002_002	WELL 06	WL	A	RT	06-12-2019	10:54:00	06-14-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2944	DIBROMOCHLOROMETHANE			UG/L	Y	1.000000000	1		
LPA62 - PLUMAS COUNTY	CA3200189	VALIVU ESTATES MHP	A	C	C	PLUMAS	54	19	CA3200189_002_002	WELL 02	WL	A	RT	10-07-2020	12:24:00	10-15-2020	1677	BASIC LABORATORY (REDDING)	2987	TETRACHLOROETHYLENE			UG/L	Y	0.500000000	.5	5	
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_006_006	WELL 05	WL	A	RT	07-17-2019	09:30:00	07-22-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2410	1,1-DICHLOROPROPENE			UG/L	Y	0.500000000			
LPA62 - PLUMAS COUNTY	CA3200188	GREENHORN CREEK CSD	A	C	C	PLUMAS	280	136	CA3200188_001_001	WELL 01	WL	A	RT	05-11-2021	09:53:00	05-20-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2977	1,1-DICHLOROETHYLENE			UG/L	Y	0.500000000	.5	6	
DISTRICT 02 - LASSEN	CA3200102	WHITEHAWK RANCH MWC	A	C	C	PLUMAS	765	201	CA3200102_DST_801	DBPR Sample	DS	A	RT	10-06-2020	12:12:00	10-08-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1927	ALKALINITY, TOTAL	100.0000000		MG/L	N	0.000000000			
DISTRICT 02 - LASSEN	CA3210005	GRAEAGLE WATER COMPANY	A	C	C	PLUMAS	737	944	CA3210005_DST_801	DBPR Sample	DS	A	RT	04-28-2020	08:05:00	05-08-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2942	BROMOFORM			UG/L	Y	1.000000000	1		
LPA62 - PLUMAS COUNTY	CA3200084	PG&E ROCKY POINT CG	A	NC	NC	PLUMAS	312	7	CA3200084_001_001	WELL 01 (SOUTH WELL)	WL	A	RT	08-19-2020	09:55:00	08-20-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1038	NITRATE-NITRITE			MG/L	Y	0.200000000	.4	10	
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_001_001	SCHUMAKER SPRINGS	SP	A	RT	03-11-2020	09:14:00	03-19-2020	1677	BASIC LABORATORY (REDDING)	1030	LEAD			UG/L	Y	5.000000000			
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_009_009	NEW NORTON WELL - STANDBY	WL	A	RT	10-19-2021	11:51:00	10-21-2021	1677	BASIC LABORATORY (REDDING)	2989	CHLOROBENZENE			UG/L	Y	0.500000000	.5	70	EPA 524.2
DISTRICT 02 - LASSEN	CA3200510	IVCSD CRESCENT MILLS	A	C	C	PLUMAS	258	75	CA3200510_001_001	SPRING 01	SP	A	RT	06-20-2022	09:28:00	06-27-2022	1677	BASIC LABORATORY (REDDING)	2955	XYLENES, TOTAL			UG/L	Y	0.500000000	0.5	1750	EPA 524.2
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	11-12-2019	13:05:00	11-13-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_006_006	COMMERCIAL STREET WELL	WL	A	RT	08-24-2021	10:50:00	09-10-2021	1644	MCCAMPBELL ANALYTICAL, INC.	2251	METHYL TERT-BUTYL ETHER			UG/L	Y	0.500000000	3	13	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200078	FRCCSD OLD MILL RANCH	A	C	C	PLUMAS	32	36	CA3200078_DST_900	DBPR Sample	DS	A	RT	07-23-2019	11:32:00	07-26-2019	1677	BASIC LABORATORY (REDDING)	2453	MONOBROMOACETIC ACID			UG/L	Y	1.000000000	1		
LPA62 - PLUMAS COUNTY	CA3200083	CLIO RIVERS EDGE RV PARK	A	NC	NC	PLUMAS	150	201	CA3200083_001_001	WELL A	WL	A	RT	08-11-2020	11:10:00	08-12-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	
LPA62 - PLUMAS COUNTY	CA3200189	VALIVU ESTATES MHP	A	C	C	PLUMAS	54	19	CA3200189_002_002	WELL 02	WL	A	RT	10-07-2020	12:24:00	10-15-2020	1677	BASIC LABORATORY (REDDING)	2969	P-DICHLOROBENZENE			UG/L	Y	0.500000000	.5	5	
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_013_013	BOYLE WELL #7	WL	A	RT	11-05-2019	09:06:00	11-07-2019	1677	BASIC LABORATORY (REDDING)	1025	FLUORIDE			MG/L	Y	0.100000000	.1	2	
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_006_006	COMMERCIAL STREET WELL	WL	A	RT	08-24-2021	10:50:00	09-10-2021	1644	MCCAMPBELL ANALYTICAL, INC.	2987	TETRACHLOROETHYLENE			UG/L	Y	0.500000000	.5	5	EPA 524.2
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_002_002	WELL 02 TREATMENT PLANT - TREATED	TP	A	RT	03-03-2022	10:00:00	03-10-2022	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC	15		UG/L	N	2.000000000	2	10	EPA 200.8
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_016_016	WELL 04	WL	A	RT	09-20-2022	09:47:00	09-26-2022	1677	BASIC LABORATORY (REDDING)	2251	METHYL TERT-BUTYL ETHER			UG/L	Y	0.500000000	3	13	EPA 524.2
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_006_006	COMMERCIAL STREET WELL	WL	A	RT	08-24-2021	10:50:00	09-10-2021	1644	MCCAMPBELL ANALYTICAL, INC.	2378	1,2,4-TRICHLOROBENZENE			UG/L	Y	0.500000000	.5	5	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200507	LA PORTE WATER DISTRICT	A	NC	NC	PLUMAS	25	94	CA3200507_002_002	SPRING 02 (PIKES SPRING SOUTHWEST)	SP	A	RT	07-15-2021	13:10:00	07-16-2021	1936	CRANMER ENGINEERING, INC.	1041	NITRITE			MG/L	Y	0.400000000	.4	1	
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_004_004	HIGH SCHOOL WELL	WL	A	RT	07-28-2020	09:25:00	08-03-2020	1677	BASIC LABORATORY (REDDING)	1030	LEAD			UG/L	Y	5.000000000			
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_DST_802	DBPR Sample	DS	A	RT	04-20-2021	09:29:00	04-30-2021	2119	EXCELCHEM ENVIRONMENTAL LABORATORIES	2944	DIBROMOCHLOROMETHANE			UG/L	Y	1.000000000	1		
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	10-26-2021	11:25:00	11-01-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC	5		UG/L	N	2.000000000	2	10	EPA 200.8
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_006_006	WELL 2 - RAW	WL	A	RT	05-04-2022	11:14:00	05-09-2022	1677	BASIC LABORATORY (REDDING)	1010	BARIUM	1.2		UG/L	N	0.500000000	100	1000	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3200051	WALTONS GRIZZLY LODGE	A	NC	NC	PLUMAS	200	17	CA3200051_002_002	WELL 02 (INSTALLED 2000)	WL	A	RT	08-19-2019	12:15:00	08-20-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_003_003	WELL 05	WL	A	RT	06-22-2021	11:04:00	06-23-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2990	BENZENE			UG/L	Y	0.500000000	.5	1	
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_005_005	CORPORATION YARD WELL - STANDBY	WL	A	RT	08-11-2020	10:50:00	08-11-2020	2990	SILVER STATE ANALYTICAL LABS - SEM RENO	1085	THALLIUM, TOTAL			UG/L	Y	1.000000000	1	2	
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_015_015	WELL 02	WL	A	RT	09-20-2022	09:13:00	09-26-2022	1677	BASIC LABORATORY (REDDING)	2378	1,2,4-TRICHLOROBENZENE			UG/L	Y	0.500000000	.5	5	EPA 524.2
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_004_004	WELL 03	WL	A	RT	07-01-2020	08:55:00	07-02-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE	0.6000000		MG/L	N	0.400000000	.4	10	
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_002_002	WELL 02 TREATMENT PLANT - TREATED	TP	A	RT	03-19-2019	11:20:00	03-20-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC	16.0000000		UG/L	N	2.000000000	2	10	
LPA62 - PLUMAS COUNTY	CA3200052	YOUNGS MARKET	A	NP	LSS	PLUMAS	20	1	CA3200052_001_001	WELL 01	WL	A	RT	07-11-2019	13:09:00	07-12-2019	2718	BASIC LABORATORY, INC (CHICO)	1040	NITRATE	0.7200000		MG/L	N	0.400000000	.4	10	
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_018_018	WELL 08	WL	A	RT	09-20-2022	08:53:00	09-28-2022	1677	BASIC LABORATORY (REDDING)	1002	ALUMINUM			UG/L	Y	5.000000000	50	1000	EPA 200.8
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_009_009	NEW NORTON WELL - STANDBY	WL	A	RT	12-29-2020	10:35:00	12-30-2020	1677	BASIC LABORATORY (REDDING)	1041	NITRITE			MG/L	Y	0.400000000	.4	1	
LPA62 - PLUMAS COUNTY	CA3205001	WALKER RANCH CSD	A	C	C	PLUMAS	150	171	CA3205001_DST_LCR	LCR Tap Sample	DS	A	RT	09-14-2022	07:50:00	09-27-2022	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1030	LEAD			UG/L	Y	5.000000000			EPA 200.8
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_005_005	CORPORATION YARD WELL - STANDBY	WL	A	RT	08-24-2021	08:50:00	09-10-2021	1644	MCCAMPBELL ANALYTICAL, INC.	2428	SEC-BUTYLBENZENE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3200104	GRIZZLY LAKE CSD-DELLEKER	A	C	C	PLUMAS	1314	351	CA3200104_002_002	WELL 01	WL	A	RT	01-29-2019	09:30:00	02-19-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	4006	COMBINED URANIUM	10.8000000	0.000	PCI/L	N	1.000000000	1	20	
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_008_008	WELL 37 (INSTALLED 2019)	WL	A	RT	07-27-2021	12:30:00	08-16-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.200000000	.4	10	SM 4500-NO3-F-00
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_016_016	WELL 04	WL	A	RT	10-06-2020	10:32:00	10-09-2020	1677	BASIC LABORATORY (REDDING)	1045	SELENIUM			UG/L	Y	5.000000000	5	50	
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_006_006	WELL 05	WL	A	RT	01-23-2019	10:29:00	01-27-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2983	1,2-DICHLOROPROPANE			UG/L	Y	0.500000000	.5	5	
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_001_001	SCHUMAKER SPRINGS	SP	A	RT	03-11-2020	09:14:00	03-19-2020	1677	BASIC LABORATORY (REDDING)	1085	THALLIUM, TOTAL			UG/L	Y	1.000000000	1	2	
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_007_007	WELL 02 - BELLAMY	WL	A	RT	07-19-2022	08:52:00	07-21-2022	2718	BASIC LABORATORY, INC (CHICO)	1920	ODOR			TON	Y	1.000000000		3	SM 2150 B
DISTRICT 02 - LASSEN	CA3210006	LAKE ALMANOR COUNTRY CLUB MWC	A	C	C	PLUMAS	6000	1721	CA3210006_005_005	WELLS 02, 03, & 04-REPRESENTATIVE	WL	A	RT	07-15-2020	10:47:00	07-17-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2990	BENZENE			UG/L	Y	0.500000000	.5	1	
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_006_006	COMMERCIAL STREET WELL	WL	A	RT	08-24-2021	10:50:00	09-10-2021	1644	MCCAMPBELL ANALYTICAL, INC.	2985	1,1,2-TRICHLOROETHANE			UG/L	Y	0.500000000	.5	5	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200189	VALIVU ESTATES MHP	A	C	C	PLUMAS	54	19	CA3200189_002_002	WELL 02	WL	A	RT	10-07-2020	12:24:00	10-07-2020	2718	BASIC LABORATORY, INC (CHICO)	1041	NITRITE			MG/L	Y	0.400000000	.4	1	
LPA62 - PLUMAS COUNTY	CA3200026	LNF DOMINGO SPRINGS CG	A	NP	LSS	PLUMAS	24	1	CA3200026_001_001	SPRING 01	WL	I	RT	08-24-2022	09:50:00	09-14-2022	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1928	ALKALINITY, BICARBONATE	60		MG/L	N	10.000000000			SM 2320 B
DISTRICT 02 - LASSEN	CA3200510	IVCSD CRESCENT MILLS	A	C	C	PLUMAS	258	75	CA3200510_003_003	WELL 01	WL	A	RT	06-20-2022	09:12:00	06-27-2022	1677	BASIC LABORATORY (REDDING)	2251	METHYL TERT-BUTYL ETHER			UG/L	Y	0.500000000	3	13	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200048	PNF MT HOUGH RANGER STATION	A	NTNC	NTNC	PLUMAS	100	1	CA3200048_001_001	WELL 01	WL	A	RT	08-24-2021	09:33:00	09-03-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2030	P-ISOPROPYLTOLUENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200048	PNF MT HOUGH RANGER STATION	A	NTNC	NTNC	PLUMAS	100	1	CA3200048_001_001	WELL 01	WL	A	RT	08-24-2021	09:33:00	09-03-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2408	DIBROMOMETHANE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200219	BREWING LAIR	A	NC	NC	PLUMAS	100	1	CA3200219_001_001	WELL 01 (INSTALLED 2009)	WL	A	RT	05-21-2019	10:20:00	05-22-2019	2718	BASIC LABORATORY, INC (CHICO)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_001_001	WELL 03	WL	A	RT	06-22-2021	10:58:00	06-30-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2943	BROMODICHLOROMETHANE			UG/L	Y	1.000000000	1		
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_004_004	WELL 02	WL	A	RT	10-04-2022	12:00:00	10-13-2022	1677	BASIC LABORATORY (REDDING)	1074	ANTIMONY, TOTAL			UG/L	Y	0.500000000	6	6	EPA 200.8
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_DST_802	DBPR Sample	DS	A	RT	09-13-2022	08:42:00	09-16-2022	1677	BASIC LABORATORY (REDDING)	2944	DIBROMOCHLOROMETHANE			UG/L	Y	0.500000000	1		EPA 524.2
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_DST_802	DBPR Sample	DS	A	RT	09-13-2022	08:42:00	09-16-2022	1677	BASIC LABORATORY (REDDING)	2941	CHLOROFORM			UG/L	Y	0.500000000	1		EPA 524.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_DST_LCR	LCR Tap Sample	DS	A	RT	07-28-2020	06:08:00	08-03-2020	1677	BASIC LABORATORY (REDDING)	1030	LEAD			MG/L	Y	0.005000000			200.8
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_006_006	WELL 33 (INSTALLED 2014)	WL	A	RT	09-15-2020	13:05:00	09-18-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1032	MANGANESE			UG/L	Y	20.000000000		50	
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_002_002	WELL 02 TREATMENT PLANT - TREATED	TP	A	RT	10-10-2019	11:49:00	10-14-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1028	IRON	1720.0000000		UG/L	N	100.000000000		300	
LPA62 - PLUMAS COUNTY	CA3205006	GRIZZLY RANCH CSD	A	C	C	PLUMAS	102	65	CA3205006_DST_004	DISTRIBUTION SYSTEM	DS	A	RT	04-14-2020	12:21:00	04-15-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC			UG/L	Y	2.000000000	2	10	
LPA62 - PLUMAS COUNTY	CA3205006	GRIZZLY RANCH CSD	A	C	C	PLUMAS	102	65	CA3205006_002_002	WELL 3P2	WL	A	RT	04-14-2020	11:27:00	04-17-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1052	SODIUM	13.0000000		MG/L	N	0.000000000			
